title,company,location,work_type,level,compensation,link
Software Engineer - AI,Thomson Reuters,"London, Greater London, England, GBR",Hybrid,Mid level,,https://builtin.com/job/software-engineer-ai/7821596
Senior AI Deployment Engineer,Inari Medical,12 Locations,In-Office,Senior level,,https://builtin.com/job/senior-ai-deployment-engineer/8341108
Software Engineer (Applied AI),Euphoric,"London, Greater London, England, GBR",In-Office,Junior,90K-110K Annually,https://builtin.com/job/software-engineer-applied-ai/8362948
Senior Java Engineer - AI Enablement,IG Group,"Cannon Street, London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/senior-java-engineer-ai-enablement/8362758
"Senior ML Engineer (LLM, Agentic AI)",Nisos,United Kingdom,,Senior level,,https://builtin.com/job/senior-ml-engineer-llm-agentic-ai/7772649
AI Staff Engineer,Multiverse,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/ai-solutions-engineer/8356379
AI Research Engineer,Xaira Therapeutics,"London, Greater London, England, GBR",In-Office or Remote,Senior level,,https://builtin.com/job/senior-staff-research-engineer/6596263
Principal AI Deployment Engineer,Howden Re,"London, Greater London, England, GBR",In-Office,Mid level,,https://builtin.com/job/principal-ai-deployment-engineer/8342705
Forward Deployed Engineer | Agentic AI,DeepL,3 Locations,In-Office,Mid level,,https://builtin.com/job/forward-deployed-engineer-agentic-ai/7894848
Applied AI Engineer,Percepta AI,28 Locations,,Mid level,,https://builtin.com/job/applied-ai-engineer/7569542
"Staff Product Engineer, AI",Intercom,"London, England, GBR",In-Office,Expert/Leader,,https://builtin.com/job/staff-product-engineer-ai/7696150
"Machine Learning Engineer, AI Foundations",Waymo,2 Locations,In-Office,Mid level,93K-100K Annually,https://builtin.com/job/machine-learning-engineer-ai-foundations/8331644
"Senior Machine Learning Engineer, AI Foundations",Waymo,2 Locations,In-Office,Senior level,120K-130K Annually,https://builtin.com/job/senior-machine-learning-engineer-ai-foundations/8329804
"Lead Engineer, AI Platform",Bullish,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/lead-engineer-ai-platform/8325337
Sr. AI Systems Engineer,AiFi Inc.,"London, England, GBR",In-Office or Remote,Senior level,,https://builtin.com/job/sr-ai-systems-engineer/3756970
AI Native Engineer - AI Enablement,OakNorth,"London, Greater London, England, GBR",Hybrid,Senior level,,https://builtin.com/job/ai-native-engineer-ai-enablement/8314134
Senior Machine Learning Engineer - AI Foundations,Kraken,"London, Greater London, England, GBR",In-Office or Remote,Mid level,,https://builtin.com/job/senior-machine-learning-engineer-ai-foundations/8312117
Quantitative Developer -  AI Implementation,WorldQuant,8 Locations,In-Office,Junior,150K-200K Annually,https://builtin.com/job/quantitative-developer-ai-implementation/6417854
AI Engineer (Technical Product Owner),Foxelli Group,26 Locations,In-Office or Remote,Mid level,1K-2K Annually,https://builtin.com/job/n8n-automation-specialist/8135769
Senior Software Engineer I (Python & AI),LexisNexis,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/senior-software-engineer-i-python-ai/7609962
AI Engineer - Remote Europe,Reedsy,6 Locations,Remote,Mid level,70K-120K Annually,https://builtin.com/job/ai-engineer-remote-europe/7771933
Developer Relations Manager - Artificial Intelligence,NVIDIA,UK,Remote,Expert/Leader,,https://builtin.com/job/developer-relations-manager-artificial-intelligence/7745041
AI/ ML Engineer (Python),proSapient,"London, Greater London, England, GBR",In-Office,Mid level,,https://builtin.com/job/ai-ml-engineer-python/7787209
AI - Enabled Software Engineer,Mark43,United Kingdom,,Senior level,,https://builtin.com/job/ai-enabled-software-engineer/4765340
Staff AI Data Engineer -  Rockerbox,DoubleVerify,United Kingdom,Remote,Senior level,128K-230K Annually,https://builtin.com/job/staff-software-engineer-data-rockerbox/7013913
Senior AI/ML engineer,Flo Health Inc.,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/ai-ml-engineer/8075221
Software Engineer III (Python & AI),LexisNexis,"London, Greater London, England, GBR",In-Office,Mid level,,https://builtin.com/job/software-engineer-iii-python-ai/7609933
"Staff Product Engineer, AI",Intercom,2 Locations,In-Office,Senior level,,https://builtin.com/job/staff-product-engineer-ai/7642650
"Senior Software Engineer, AI Data",AssemblyAI,"London, Greater London, England, GBR",In-Office,Senior level,141K-185K Annually,https://builtin.com/job/senior-software-engineer-ai-data/7878314
Applied AI & Platform Engineer,Teneo,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/applied-ai-platform-engineer/8290254
Backend Engineer - AI platform,Flo Health Inc.,"London, Greater London, England, GBR",In-Office,Senior level,200K-200K Annually,https://builtin.com/job/backend-engineer-ai-platform/8288611
AI Engineer,Cytora,2 Locations,Remote,Mid level,,https://builtin.com/job/ai-engineer/7747103
AI Developer Tooling Engineer,fanvue,UK,Remote,Mid level,,https://builtin.com/job/ai-developer-tooling-engineer/7031503
"Distinguished Engineer, Data, ML & AI, Office of the CTO",Equinix,3 Locations,In-Office,Expert/Leader,250K-374K Annually,https://builtin.com/job/distinguished-engineer-data-ml-ai-office-cto/6837630
AI Sales Engineer,ConnectWise,"London, Greater London, England, GBR",In-Office,Mid level,,https://builtin.com/job/ai-sales-engineer/8280552
Senior Software Engineer - AI Adoption Product,Multiverse,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/senior-software-engineer-ai-adoption-product/8273433
"Applied AI, Forward Deployed Machine Learning Engineer - (Internship)",Mistral AI,2 Locations,In-Office,Internship,,https://builtin.com/job/applied-ai-forward-deployed-machine-learning-engineer-internship/7369042
Senior Site Reliability Engineer — AI Studio (Inference Platform),Nebius,33 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/senior-site-reliability-engineer-ai-studio-inference-platform/6362093
"Full Stack Engineer, AI Experience",Miro,"London, Greater London, England, GBR",Hybrid,Mid level,,https://builtin.com/job/full-stack-engineer-ai/6728117
AI Software Engineer (C++),G2i,206 Locations,In-Office or Remote,Mid level,30-70 Hourly,https://builtin.com/job/ai-software-engineer-c/8254987
AI Software Engineer (Ruby),G2i,206 Locations,In-Office or Remote,Mid level,30-70 Hourly,https://builtin.com/job/ai-software-engineer-ruby/8254988
AI Software Engineer (C),G2i,206 Locations,In-Office or Remote,Mid level,30-70 Hourly,https://builtin.com/job/ai-software-engineer-c/8254964
AI Software Engineer (Rust),G2i,206 Locations,In-Office or Remote,Mid level,30-70 Hourly,https://builtin.com/job/ai-software-engineer-rust/8254968
AI Software Engineer (Java),G2i,206 Locations,In-Office or Remote,Mid level,30-70 Hourly,https://builtin.com/job/ai-software-engineer-java/8254958
AI Software Engineer (Python),G2i,206 Locations,In-Office or Remote,Mid level,30-70 Hourly,https://builtin.com/job/ai-software-engineer-python/8254955
AI/ML Engineer Intern,Melotech,3 Locations,In-Office,Internship,,https://builtin.com/job/ai-ml-engineer-intern/8247435
AI/ML Engineer,Melotech,3 Locations,In-Office,Mid level,,https://builtin.com/job/ai-ml-engineer/8247431
Remote Senior Data Engineer (AI/ML) (m/f/d),RoomPriceGenie,6 Locations,Remote,Senior level,,https://builtin.com/job/remote-senior-data-engineer-ai-ml-m-f-d/7705896
Senior AI Integration Engineer,MONY Group,2 Locations,In-Office,Senior level,,https://builtin.com/job/senior-ai-integration-engineer/6700032
"Applied AI, Forward Deployed Machine Learning Engineer - EMEA",Mistral AI,7 Locations,In-Office or Remote,Mid level,,https://builtin.com/job/ai-solution-architect-europe/2935725
"Senior Product Engineer, AI",Intercom,2 Locations,In-Office,Senior level,,https://builtin.com/job/senior-product-engineer-machine-learning/3332408
Senior Full-Stack Engineer - Physical AI,Encord,"London, Greater London, England, GBR",Hybrid,Senior level,,https://builtin.com/job/senior-full-stack-engineer-physical-ai/8240002
"Senior Frontend Engineer, AI Flows",Miro,"London, Greater London, England, GBR",Hybrid,Senior level,30-50 Hourly,https://builtin.com/job/senior-frontend-engineer-ai-flows/8239422
Senior AI/ML Engineer,Cyberhaven,United Kingdom,Remote,Senior level,250K-250K Annually,https://builtin.com/job/senior-ai-ml-engineer/8328592
AI Platform Engineer,SS&C Technologies,UK,Remote,Senior level,,https://builtin.com/job/ai-platform-engineer/7530812
Senior Software Engineer - AI Platform Engineering,Dojo,"London, England, GBR",In-Office,Mid level,,https://builtin.com/job/ai-engineer/7105692
"Software engineer, generative AI (UK)",Writer,2 Locations,In-Office or Remote,Senior level,50K-120K Annually,https://builtin.com/job/software-engineer-generative-ai-uk/8233182
AI Research Engineer,Helsing,4 Locations,In-Office,Mid level,,https://builtin.com/job/ai-research-engineer/8229126
"Software engineer, AI product",Watershed,"London, England, GBR",Hybrid,Mid level,,https://builtin.com/job/software-engineer-ai-product/7082017
Software Engineer – Applied AI Systems,Symbolica AI,"London, Greater London, England, GBR",In-Office,Mid level,30K-100K Annually,https://builtin.com/job/python-software-engineer-sdk-applied-ai-systems/7298883
AI Data Engineer,Convatec,2 Locations,In-Office,Mid level,,https://builtin.com/job/ai-data-engineer/7829276
AI & ML Engineer,Charlotte Tilbury,"London, England, GBR",In-Office,Mid level,,https://builtin.com/job/ai-ml-engineer/7075236
Lead AI & ML Engineer,Charlotte Tilbury,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/lead-ai-ml-engineer/7503893
Senior Technical Writer/Documentation Engineer - AI,hyperexponential,2 Locations,In-Office,Entry level,,https://builtin.com/job/ai-technical-writer/7298439
"Software Engineer, AI Product Engineer",Normal Computing,3 Locations,Remote or Hybrid,Senior level,150K-250K Annually,https://builtin.com/job/software-engineer-full-stack/6773139
Senior AI/ML Developer,Everway,UK,Remote,Senior level,,https://builtin.com/job/senior-ai-ml-developer/8189721
Senior ML Engineer (AI Research),Nebius,29 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/senior-ml-engineer-ai-research/7613012
Senior Python Engineer - AI,Man Group,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/senior-ai-engineer/7057470
Senior Specialist - AI & Integra Engineer - AI Group,Input Output,United Kingdom,Remote,Senior level,,https://builtin.com/job/senior-specialist-ai-integra-engineer-ai-group/7360173
AI Product & Research Engineer,Capital,"London, England, GBR",In-Office,Mid level,1-1 Annually,https://builtin.com/job/ai-product-research-engineer/6659050
"Senior Software Engineer - Python, ML & AI Systems",Cornspring,2 Locations,In-Office,Senior level,,https://builtin.com/job/senior-software-engineer-python-ml-ai-systems/8001383
Back-End Engineer (Generative AI),Neo4j,"London, Greater London, England, GBR",In-Office,Senior level,200K-200K Annually,https://builtin.com/job/back-end-engineer-generative-ai/7998710
Senior Machine Learning Engineer (IntelliJ AI),JetBrains,8 Locations,In-Office,Senior level,,https://builtin.com/job/senior-machine-learning-engineer-intellij-ai/8006782
Contract Principal Operations Engineer (Automation & AI),YLD,UK,Remote,Senior level,,https://builtin.com/job/contract-principal-operations-engineer-automation-ai/8252085
"Full Stack Software Engineer, AI",SandboxAQ,3 Locations,Remote,Mid level,113K-186K Annually,https://builtin.com/job/full-stack-software-engineer-ai/8249765
UK Applied AI Solution Engineer,Tomoro,4 Locations,In-Office,Mid level,70K-90K Annually,https://builtin.com/job/uk-applied-ai-solution-engineer/7984336
Backend Engineer (AI Agents),Maze (mazehq.com),28 Locations,Remote,Expert/Leader,,https://builtin.com/job/backend-engineer-ai-agents/7321351
Senior DevOps Engineer – Azure & Databricks (AI/ML Focus),Ascent.io,4 Locations,Remote,Senior level,,https://builtin.com/job/senior-devops-engineer-azure-databricks-ai-ml-focus/7834737
AI / ML Engineer,BPM LLP,United Kingdom,Remote,Senior level,150K-180K Annually,https://builtin.com/job/ai-ml-engineer/7323114
Senior AI Full-Stack Software Engineer,Skedda,28 Locations,Remote,Senior level,75K-85K Annually,https://builtin.com/job/senior-ai-full-stack-software-engineer/7784584
Senior AI/ML Engineer,Nansen,45 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/senior-ai-ml-engineer/6861921
"Fullstack Engineer, Generative AI (Frontend Focus)",Cracken,28 Locations,,Mid level,,https://builtin.com/job/fullstack-engineer-generative-ai-frontend-focus/7774052
AI/ML Engineer,Cracken,28 Locations,,Mid level,3-5 Annually,https://builtin.com/job/ai-ml-engineer/7774043
"Fullstack Engineer, Generative AI (Backend Focus)",Cracken,28 Locations,,Senior level,,https://builtin.com/job/fullstack-engineer-generative-ai-backend-focus/7774049
UK Senior Applied AI Solution Engineer,Tomoro,4 Locations,In-Office or Remote,Senior level,90K-135K Annually,https://builtin.com/job/uk-senior-applied-ai-solution-engineer/7984333
Applied Scientist / Research Engineer - EMEA,Mistral AI,5 Locations,Remote or Hybrid,Mid level,,https://builtin.com/job/applied-ai-engineer-applied-science-europe-paris/3831852
AI Developer,Cato Networks,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/ai-developer/7806631
"Staff Level Research Engineer, AI",Adyen,"Amsterdam, NLD",Hybrid,Expert/Leader,,https://builtin.com/job/staff-level-research-engineer-ai/6725141
Principal AI Developer Technology Engineer,NVIDIA,2 Locations,In-Office or Remote,Expert/Leader,,https://builtin.com/job/principal-ai-developer-technology-engineer/8314040
AI Developer Technology Engineer,NVIDIA,2 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/ai-developer-technology-engineer/8314056
AI Engineer,dentsu,"Amsterdam, NLD",In-Office,Mid level,,https://builtin.com/job/ai-engineer/7862297
Staff AI Engineer,Stacks,2 Locations,In-Office,Senior level,,https://builtin.com/job/staff-ai-engineer/4761860
Senior AI Engineer I,Loop Earplugs,2 Locations,In-Office,Senior level,,https://builtin.com/job/senior-ai-engineer-i/7707835
AI Engineer,Optiver,"Amsterdam, NLD",In-Office,Senior level,,https://builtin.com/job/ai-engineer/7195656
AI Engineer - FDE (Forward Deployed Engineer),Databricks,"Amsterdam, NLD",In-Office or Remote,Mid level,,https://builtin.com/job/ai-engineer-fde-forward-deployed-engineer/8340158
(Senior) AI Engineer (m/f/d),Flip (getflip.com),30 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/senior-ai-engineer-m-f-d/7203472
"Staff Fullstack Engineer (Python/Vue.js), AI Engineering: Duo Chat",GitLab,31 Locations,Remote,Mid level,,https://builtin.com/job/staff-fullstack-engineer-python-vue-js-ai-engineering-duo-chat/7374624
Senior AI Engineer,QIC Digital Hub,6 Locations,Remote,Senior level,,https://builtin.com/job/senior-ai-engineer/7409635
AI Engineer,QuantCo,28 Locations,Hybrid,Mid level,,https://builtin.com/job/ai-engineer/7208514
Senior AI Engineer,Horizons,28 Locations,Remote,Senior level,,https://builtin.com/job/senior-ai-engineer/7906345
ML/AI Engineer,Nebius,"Amsterdam, NLD",In-Office,Mid level,,https://builtin.com/job/ml-ai-engineer/6894754
Sr AI Engineer | Remote - Europe | TS/Vue/NodeJS,n8n,33 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/sr-ai-engineer-remote-europe-ts-vue-nodejs/7780326
AI Engineer,G2i,28 Locations,,Mid level,80K-120K Annually,https://builtin.com/job/ai-engineer/6952071
AI & ML Engineer,Devoteam,"Amsterdam, NLD",In-Office,Junior,,https://builtin.com/job/ai-ml-engineer/8387953
Machine Learning Engineer (AI Core Team),Manychat,"Amsterdam, NLD",Hybrid,Mid level,,https://builtin.com/job/machine-learning-engineer-ai-core-team/7751383
